0,1,2,3,4,5,6
,,,,,|------Next Marketing Year------|,|------Next Marketing Year------|
Week,Weekly,Accumulated,Net,Outstanding,Net,Outstanding
Ending,Exports,Exports,Sales,Sales,Sales,Sales
,,,,,,
11/21/2013,698971,6583377,1004981,18347379,0,797548
11/28/2013,729944,7313321,281476,17898911,0,797548
12/05/2013,741420,8054741,459397,17616888,109400,906948
12/12/2013,692095,8746836,825794,17750587,45212,952160
12/19/2013,1283937,10030773,1414281,17880931,509212,1461372
12/26/2013,844375,10875148,154543,17191099,20322,1481694
01/02/2014,540298,11415446,92262,16743063,0,1481694
01/09/2014,674530,12089976,821021,16889554,0,1481694
01/16/2014,799075,12889051,693032,16783511,245,1481939
01/23/2014,1004126,13893177,1837865,17617250,105664,1587603
01/30/2014,747346,14640523,1700115,18570019,0,1587603
02/06/2014,952540,15593063,1269827,18887306,71120,1658723
02/13/2014,744952,16338015,691439,18833793,0,1658723
02/20/2014,853097,17191112,840809,18821505,1500,1660223
02/27/2014,1138147,18329259,1518009,19201367,164500,1824723
03/06/2014,858097,19187356,634144,18977414,103610,1928333
03/13/2014,927117,20114473,745804,18796101,0,1928333
03/20/2014,1204002,21318475,1382279,18974378,28390,1956723
03/27/2014,1425650,22744125,960635,18509363,37947,1994670
04/03/2014,1217389,23961514,658700,17950674,58000,2052670
04/10/2014,1047984,25009498,538881,17441571,192551,2245221
04/17/2014,1621051,26630549,618937,16439457,382878,2628099
04/24/2014,1215972,27846521,937920,16161405,13756,2641855
05/01/2014,1415068,29261589,161266,14907603,121047,2762902
05/08/2014,1023306,30284895,343002,14227299,47327,2810229
05/15/2014,1159120,31444015,507869,13576048,62500,2872729
05/22/2014,1166201,32610216,577311,12987158,90947,2963676
05/29/2014,1159512,33769728,550683,12378329,19620,2983296
06/05/2014,1070502,34840230,409696,11717523,105539,3088835
06/12/2014,1122957,35963187,109031,10703597,78900,3167735
06/19/2014,1088533,37051720,255431,9870495,232104,3399839
06/26/2014,909536,37961256,290696,9251655,474687,3874526
07/03/2014,1207083,39168339,362998,8407570,381645,4256171
07/10/2014,907900,40076239,573725,8073395,494964,4751135
07/17/2014,992508,41068747,291540,7372427,1143416,5894551
07/24/2014,865458,41934205,173781,6680750,1093228,6987779
07/31/2014,1071719,43005924,120877,5729908,758720,7746499
08/07/2014,721823,43727747,"(117,130)",4890955,787843,8534342
08/14/2014,1114592,44842339,70160,3846523,719336,9253678
08/21/2014,1002720,45845059,"(32,678)",2811125,695616,9949294
08/28/2014,1022551,46867610,"(7,489)",1781085,525627,10474921
09/04/2014,507483,47375093,67812,1341414,1209145,11684066
09/04/2014,695470,695470,1904615,11684066,0,10160
09/11/2014,722401,1417871,659665,11621330,0,10160
09/18/2014,1038629,2456500,836379,11419080,270000,280160
09/25/2014,620444,3076944,638016,11436652,47879,328039
10/02/2014,978110,4055054,784772,11243314,(762),327277
10/09/2014,901691,4956745,1922827,12264450,510540,837817
10/16/2014,676683,5633428,1031197,12618964,0,837817
10/23/2014,829506,6462934,489820,12279278,44500,882317
10/30/2014,443994,6906928,478163,12313447,0,882317
11/06/2014,600780,7507708,505348,12218015,0,882317
11/13/2014,386944,7894652,908689,12739760,0,882317
11/20/2014,616403,8511055,944914,13068271,0,882317
11/27/2014,746431,9257486,1170654,13492494,0,882317
12/04/2014,678339,9935825,962778,13776933,0,882317
12/11/2014,754018,10689843,693460,13716375,5000,887317
12/18/2014,746913,11436756,1653124,14622586,0,887317
12/25/2014,667828,12104584,895059,14849817,0,887317
01/01/2015,510397,12614981,387648,14727068,210000,1097317
01/08/2015,400204,13015185,818809,15145673,25151,1122468
01/15/2015,762448,13777633,2185432,16568657,0,1122468
01/22/2015,831085,14608718,956705,16694277,16000,1138468
01/29/2015,714792,15323510,844892,16824377,7112,1145580
02/05/2015,618536,15942046,1002761,17208602,117651,1263231
02/12/2015,696217,16638263,932164,17444549,143204,1406435
02/19/2015,865138,17503401,715847,17295258,148159,1554594
02/26/2015,1378760,18882161,828056,16744554,158704,1713298
03/05/2015,1165270,20047431,417969,15997253,96400,1809698
03/12/2015,692712,20740143,502288,15806829,64806,1874504
03/19/2015,1065894,21806037,434953,15175888,28966,1903470
03/26/2015,683400,22489437,406630,14899118,25146,1928616
04/02/2015,1171149,23660586,639602,14367571,62865,1991481
04/09/2015,870902,24531488,588175,14084844,28527,2020008
04/16/2015,1041063,25572551,867901,13911682,6179,2026187
04/23/2015,1269284,26841835,832542,13474940,113265,2139452
04/30/2015,1135203,27977038,841848,13181585,55439,2194891
05/07/2015,1109320,29086358,370030,12442295,2600,2197491
05/14/2015,1079459,30165817,812594,12175430,80732,2278223
05/21/2015,1070813,31236630,654600,11759217,"(6,700)",2271523
05/28/2015,957249,32193879,464771,11266739,"(54,800)",2216723
06/04/2015,826098,33019977,495581,10936222,115466,2332189
06/11/2015,1044859,34064836,627185,10518548,200374,2532563
06/18/2015,1125975,35190811,496798,9889371,297517,2830080
06/25/2015,1024895,36215706,594343,9458819,238931,3069011
07/02/2015,966205,37181911,535236,9027850,149010,3218021
07/09/2015,1131659,38313570,331058,8227249,325106,3543127
07/16/2015,1156817,39470387,223447,7293879,311425,3854552
07/23/2015,1072723,40543110,364945,6586101,443286,4297838
07/30/2015,1004954,41548064,"(2,666)",5578481,277022,4574860
08/06/2015,840608,42388672,29239,4767112,501856,5076716
08/13/2015,918068,43306740,282747,4131791,576421,5653137
08/20/2015,820621,44127361,"(131,776)",3179394,986563,6639700
08/27/2015,1077218,45204579,112674,2214850,328290,6967990
09/03/2015,640909,45845488,"(146,860)",1427081,1570841,8538831
09/03/2015,267430,267430,1838271,8538831,0,139550
09/10/2015,806649,1074079,533038,8265220,0,139550
09/17/2015,795357,1869436,426299,7896162,0,139550
09/24/2015,813809,2683245,748175,7830528,53050,192600
10/01/2015,489874,3173119,519685,7860339,"(53,050)",139550
10/08/2015,606942,3780061,598416,7851813,60000,199550
10/15/2015,409753,4189814,248017,7690077,0,199550
10/22/2015,433288,4623102,708787,7965576,0,199550
10/29/2015,492708,5115810,556037,8028905,18900,218450
11/05/2015,270852,5386662,618627,8376680,22000,240450
11/12/2015,388962,5775624,779801,8767519,0,240450
11/19/2015,531688,6307312,2036323,10272154,528511,768961
11/26/2015,373842,6681154,499368,10397680,0,768961
12/03/2015,486849,7168003,1032328,10943159,1800,770761
12/10/2015,495044,7663047,579449,11027564,98175,868936
12/17/2015,823584,8486631,803626,11007606,0,868936
12/24/2015,556412,9043043,705165,11156359,0,868936
12/31/2015,357820,9400863,252921,11051460,0,868936
01/07/2016,638230,10039093,669231,11082461,0,868936
01/14/2016,571590,10610683,1157741,11668612,189000,1057936
01/21/2016,648744,11259427,817002,11836870,38370,1096306
01/28/2016,660652,11920079,1129100,12305318,14410,1110716
02/04/2016,528652,12448731,404963,12181629,"(58,931)",1051785
02/11/2016,728938,13177669,1050675,12503366,247191,1298976
02/18/2016,807570,13985239,871350,12567146,131823,1430799
02/25/2016,789807,14775046,1097634,12874973,0,1430799
03/03/2016,1052478,15827524,1172311,12994806,20000,1450799
03/10/2016,873901,16701425,1227047,13347952,61440,1512239
03/17/2016,997525,17698950,803228,13153655,99916,1612155
03/24/2016,1135955,18834905,790556,12808256,69604,1681759
03/31/2016,1137499,19972404,945200,12615957,175088,1856847
04/07/2016,1008376,20980780,1135774,12743355,111356,1968203
04/14/2016,1283521,22264301,1202754,12662588,123067,2091270
04/21/2016,1089856,23354157,2159890,13732622,439975,2531245
04/28/2016,1225976,24580133,769323,13275969,60500,2591745
05/05/2016,1141597,25721730,1105267,13239639,150352,2742097
05/12/2016,1175084,26896814,1473148,13537703,540680,3282777
05/19/2016,1124990,28021804,1381075,13793788,246235,3529012
05/26/2016,752280,28774084,1317907,14359415,128860,3657872
06/02/2016,1183556,29957640,1500227,14676086,120388,3778260
06/09/2016,1507924,31465564,909666,14077828,178652,3956912
06/16/2016,1208188,32673752,870744,13740384,550318,4507230
06/23/2016,1497152,34170904,468473,12711705,536077,5043307
06/30/2016,1270511,35441415,369750,11810944,443245,5486552
07/07/2016,1242607,36684022,667777,11236114,687843,6174395
07/14/2016,1240864,37924886,345133,10340383,506277,6680672
07/21/2016,1379800,39304686,438774,9399357,476496,7157168
07/28/2016,1138527,40443213,331142,8591972,896252,8053420
08/04/2016,1444201,41887414,594929,7742700,1015623,9069043
08/11/2016,1166306,43053720,167448,6743842,1042713,10111756
08/18/2016,1045928,44099648,71056,5768970,1059874,11171630
08/25/2016,1471620,45571268,221207,4518557,647489,11819119
09/01/2016,1112834,46684102,24339,3430062,4224351,16043470
09/01/2016,298965,298965,4523316,16043470,30480,117387
09/08/2016,1128518,1427483,703548,15618500,21050,138437
09/15/2016,1353074,2780557,921903,15187329,0,138437
09/22/2016,1261457,4042014,575029,14500901,0,138437
09/29/2016,1390204,5432218,2060847,15171544,541020,679457
10/06/2016,1253093,6685311,873420,14791871,30480,709937
10/13/2016,829470,7514781,1001462,14963863,0,709937
10/20/2016,524303,8039084,799289,15238849,0,709937
10/27/2016,868730,8907814,1473462,15843581,0,709937
11/03/2016,892648,9800462,1233849,16184782,0,709937
11/10/2016,540825,10341287,1660957,17304914,0,709937
11/17/2016,577594,10918881,1674618,18401938,0,709937
11/24/2016,808790,11727671,761575,18354723,0,709937
12/01/2016,1366412,13094083,1495387,18483698,1000,710937
12/08/2016,835700,13929783,1516042,19164040,24050,734987
12/15/2016,780975,14710758,1250999,19634064,0,734987
12/22/2016,992006,15702764,958615,19600673,46200,781187
12/29/2016,609025,16311789,429246,19420894,0,781187
01/05/2017,693862,17005651,603302,19330334,151700,932887
01/12/2017,927890,17933541,1367617,19770061,12300,945187
01/19/2017,978542,18912083,1370370,20161889,21000,966187
01/26/2017,764626,19676709,1143677,20540940,14000,980187
02/02/2017,1124745,20801454,971717,20387912,34544,1014731
02/09/2017,1251696,22053150,783464,19919680,285165,1299896
02/16/2017,1205278,23258428,743059,19457461,264549,1564445
02/23/2017,1497808,24756236,692404,18652057,20650,1585095
03/02/2017,1453723,26209959,741121,17939455,93048,1678143
03/09/2017,1535317,27745276,1210375,17614513,218069,1896212
03/16/2017,1382229,29127505,1347016,17579300,127112,2023324
03/23/2017,1402777,30530282,716856,16893379,124972,2148296
03/30/2017,1597672,32127954,1138085,16433792,34594,2182890
04/06/2017,1076285,33204239,737982,16095489,50000,2232890
04/13/2017,1408302,34612541,756352,15443539,91820,2324710
04/20/2017,1374312,35986853,987934,15057161,11111,2335821
04/27/2017,1226140,37212993,771563,14602584,24131,2359952
05/04/2017,722918,37935911,277695,14157361,"(55,100)",2304852
05/11/2017,1543364,39479275,705325,13319322,168007,2472859
05/18/2017,1052413,40531688,457211,12724120,508,2473367
05/25/2017,1332446,41864134,412050,11803724,139700,2613067
06/01/2017,1213791,43077925,348595,10938528,127970,2741037
06/08/2017,992266,44070191,600740,10547002,13510,2754547
06/15/2017,1211505,45281696,528825,9864322,124000,2878547
06/22/2017,1020827,46302523,316208,9159703,68435,2946982
06/29/2017,1108871,47411394,140275,8191107,74516,3021498
07/06/2017,880507,48291901,161048,7471648,279660,3301158
07/13/2017,1041876,49333777,466489,6896261,212070,3513228
07/20/2017,894280,50228057,91968,6093949,486643,3999871
07/27/2017,1090643,51318700,36694,5040000,438252,4438123
08/03/2017,973527,52292227,52017,4118490,628442,5066565
08/10/2017,698461,52990688,62424,3482453,671767,5738332
08/17/2017,724972,53715660,102350,2859831,423322,6161654
08/24/2017,983750,54699410,188368,2064449,804167,6965821
08/31/2017,695359,55394769,"(358,579)",1010511,2490462,9456283
09/07/2017,714557,714557,1046709,9788435,0,207780
09/14/2017,703696,1418253,526867,9611606,0,207780
09/21/2017,727477,2145730,320242,9204371,0,207780
09/28/2017,896945,3042675,744994,9052420,0,207780
10/05/2017,655443,3698118,1579002,9975979,15240,223020
10/12/2017,339252,4037370,1254868,10891595,15000,238020
10/19/2017,604356,4641726,1288332,11575571,96788,334808
10/26/2017,598247,5239973,811417,11788741,90000,424808
11/02/2017,489835,5729808,2364487,13663393,574180,998988
11/09/2017,417468,6147276,949521,14195446,5000,1003988
11/16/2017,695754,6843030,1080865,14580557,25520,1029508
11/23/2017,651220,7494250,599157,14528494,0,1029508
11/30/2017,592319,8086569,876394,14812569,0,1029508
12/07/2017,690824,8777393,866918,14988663,0,1029508
12/14/2017,701915,9479308,1558325,15845073,2286,1031794
12/21/2017,521046,10000354,1245458,16569485,102850,1134644
12/28/2017,657645,10657999,101198,16013038,0,1134644
01/04/2018,889270,11547269,437200,15560968,0,1134644
01/11/2018,618590,12165859,1847220,16789598,2413,1137057
01/18/2018,598965,12764824,1445876,17636509,85063,1222120
01/25/2018,1046104,13810928,1850584,18440989,30988,1253108
02/01/2018,961200,14772128,1769595,19249384,0,1253108
02/08/2018,864290,15636418,1974272,20359366,97536,1350644
02/15/2018,852058,16488476,1555410,21062718,65532,1416176
02/22/2018,1240289,17728765,1717544,21539973,0,1416176
03/01/2018,1076777,18805542,1857557,22320753,70281,1486457
03/08/2018,1406330,20211872,2505077,23419500,99952,1586409
03/15/2018,1375343,21587215,1470242,23514399,"(14,492)",1571917
03/22/2018,1376064,22963279,1353108,23491443,287037,1858954
03/29/2018,1265694,24228973,898268,23124017,11000,1869954
04/05/2018,1912070,26141043,839914,22051861,56000,1925954
04/12/2018,1593803,27734846,1091654,21549712,112220,2038174
04/19/2018,1635379,29370225,631441,20545774,"(76,592)",1961582
04/26/2018,1474322,30844547,1019863,20091315,49331,2010913
05/03/2018,1784742,32629289,695568,19002141,90000,2100913
05/10/2018,1560982,34190271,982911,18424070,129240,2230153
05/17/2018,1469334,35659605,854304,17809040,273424,2503577
05/24/2018,1894810,37554415,993090,16907320,149262,2652839
05/31/2018,1448476,39002891,838616,16297460,418278,3071117
06/07/2018,1405719,40408610,936440,15828181,240151,3311268
06/14/2018,1762860,42171470,165917,14231238,339692,3650960
06/21/2018,1479913,43651383,849871,13601196,636770,4287730
06/28/2018,1514791,45166174,440696,12527101,232138,4519868
07/05/2018,1396662,46562836,402102,11532541,128035,4647903
07/12/2018,1293041,47855877,640997,10880497,774488,5422391
07/19/2018,1281906,49137783,338514,9937105,747491,6169882
07/26/2018,1624566,50762349,292014,8604553,986125,7156007
08/02/2018,1428779,52191128,554492,7730266,657670,7813677
08/09/2018,1152128,53343256,271115,6849253,1044797,8858474
08/16/2018,1313370,54656626,173360,5709243,1054647,9913121
08/23/2018,1344383,56001009,175448,4540308,524987,10438108
08/30/2018,1208363,57209372,30108,3362053,1032939,11471047
09/06/2018,264317,57473689,"(171,577)",2926159,2973198,14444245
09/06/2018,727204,727204,3700402,14444245,0,71124
09/13/2018,1077716,1804920,1383724,14750253,9653,80777
09/20/2018,1358773,3163693,1712785,15104265,"(9,653)",71124
09/27/2018,1408067,4571760,1430999,15127197,0,71124
10/04/2018,1605212,6176972,1006676,14528661,0,71124
10/11/2018,1100435,7277407,382534,13810760,0,71124
10/18/2018,1213221,8490628,349531,12947070,28000,99124
10/25/2018,755036,9245664,394441,12586475,5000,104124
11/01/2018,1355355,10601019,701477,11932597,0,104124
11/08/2018,1112973,11713992,892529,11712153,1397,105521
11/15/2018,834853,12548845,877424,11754724,5000,110521
11/22/2018,1053231,13602076,1266460,11967953,0,110521
11/29/2018,1166285,14768361,1177470,11979138,0,110521
12/06/2018,952132,15720493,903164,11930170,161440,271961
12/13/2018,975577,16696070,1974392,12928985,542620,814581
12/20/2018,899618,17595688,1699449,13728816,53345,867926
12/27/2018,1005951,18601639,503117,13225982,0,867926
01/03/2019,664975,19266614,459822,13020829,0,867926
01/10/2019,0,19266614,0,13020829,0,867926
01/17/2019,0,19266614,0,13020829,0,867926
01/24/2019,0,19266614,0,13020829,0,867926
01/31/2019,0,19266614,0,13020829,0,867926
02/07/2019,0,19266614,0,13020829,0,867926
02/14/2019,5489592,24756206,6028535,13559772,29170,897096
02/21/2019,769089,25525295,1239914,14030597,120451,1017547
02/28/2019,744006,26269301,969742,14256333,280900,1298447
03/07/2019,785767,27055068,371981,13842547,474577,1773024
03/14/2019,764246,27819314,855944,13934245,60000,1833024
03/21/2019,959545,28778859,904536,13879236,85436,1918460
03/28/2019,1262193,30041052,537264,13154307,92964,2011424
04/04/2019,982982,31024034,547962,12719287,0,2011424
04/11/2019,1224175,32248209,947616,12442728,18429,2029853
04/18/2019,1248712,33496921,779872,11973888,3000,2032853
04/25/2019,1366047,34862968,586461,11194302,209464,2242317
05/02/2019,1154071,36017039,287569,10327800,6900,2249217
05/09/2019,983867,37000906,553334,9897267,80829,2330046
05/16/2019,879294,37880200,442080,9460053,183879,2513925
05/23/2019,1720358,39600558,906765,8646460,76468,2590393
05/30/2019,769968,40370526,"(8,788)",7867704,23458,2613851
06/06/2019,888600,41259126,168503,7147607,94107,2707958
06/13/2019,640918,41900044,38402,6545091,360834,3068792
06/20/2019,696390,42596434,294912,6143613,110112,3178904
06/27/2019,293264,42889698,175561,6025910,156251,3335155
07/04/2019,1135832,44025530,505396,5395474,"(108,362)",3226793
07/11/2019,682436,44707966,200009,4913047,132997,3359790
07/18/2019,578589,45286555,121196,4455654,386614,3746404
07/25/2019,704133,45990688,143091,3894612,129608,3876012
08/01/2019,692641,46683329,42564,3244535,197034,4073046
08/08/2019,707893,47391222,56149,2592791,307591,4380637
08/15/2019,539677,47930899,119267,2172381,301608,4682245
08/22/2019,611228,48542127,"(2,540)",1558613,858896,5541141
08/29/2019,382004,48924131,"(165,854)",1010755,416698,5957839
09/05/2019,277960,49202091,1625,734420,820267,6778106
09/05/2019,412243,412243,1232510,6778106,0,60000
09/12/2019,457306,869549,1464566,7785366,64914,124914
09/19/2019,278922,1148471,493966,8000410,0,124914
09/26/2019,458330,1606801,562616,8104696,2527,127441
10/03/2019,474396,2081197,284456,7914756,0,127441
10/10/2019,556585,2637782,368576,7726747,(114),127327
10/17/2019,489040,3126822,491457,7729164,91440,218767
10/24/2019,494284,3621106,549138,7784018,0,218767
10/31/2019,317879,3938985,487944,7954083,0,218767
11/07/2019,602235,4541220,581568,7933416,0,218767
11/14/2019,673060,5214280,788022,8048378,45909,264676
11/21/2019,635334,5849614,806751,8219795,0,264676
11/28/2019,494779,6344393,546115,8271131,2413,267089
12/05/2019,531371,6875764,873525,8613285,2413,269502
12/12/2019,720062,7595826,1709368,9602591,536121,805623
12/19/2019,331735,7927561,624775,9895631,1397,807020
12/26/2019,447466,8375027,531393,9979558,8598,815618
01/02/2020,514555,8889582,161888,9626891,0,815618
01/09/2020,544677,9434259,784762,9866976,207000,1022618
01/16/2020,392060,9826319,1006873,10481789,2000,1024618
01/23/2020,681932,10508251,1234660,11034517,143576,1168194
01/30/2020,599003,11107254,1247802,11683316,90729,1258923
02/06/2020,782762,11890016,968815,11869369,0,1258923
02/13/2020,760882,12650898,1248825,12357312,1016,1259939
02/20/2020,844671,13495569,864635,12377276,113620,1373559
02/27/2020,884613,14380182,769205,12261868,100032,1473591
03/05/2020,851715,15231897,1471165,12881318,128100,1601691
03/12/2020,970158,16202055,904524,12815684,56073,1657764
03/19/2020,846016,17048071,1814255,13783923,82931,1740695
03/26/2020,1258536,18306607,1075436,13600823,20321,1761016
04/02/2020,1290271,19596878,1848917,14159469,608770,2369786
04/09/2020,1222075,20818953,906618,13844012,62923,2432709
04/16/2020,763401,21582354,659382,13739993,"(55,907)",2376802
04/23/2020,1051505,22633859,1356689,14045177,339041,2715843
04/30/2020,1400367,24034226,774632,13419442,97522,2813365
05/07/2020,1311073,25345299,1073237,13181606,554495,3367860
05/14/2020,1261263,26606562,884162,12804505,"(29,359)",3338501
05/21/2020,1061193,27667755,427185,12170497,46500,3385001
05/28/2020,1343304,29011059,633971,11461164,27509,3412510
06/04/2020,1241155,30252214,660727,10880736,25938,3438448
06/11/2020,877447,31129661,357792,10361081,114770,3553218
06/18/2020,1313026,32442687,461650,9509705,76988,3630206
06/25/2020,1439913,33882600,361061,8430853,262720,3892926
07/02/2020,1084317,34966917,195242,7541778,813345,4706271
07/09/2020,1014288,35981205,981068,7508558,655440,5361711
07/16/2020,1050923,37032128,220585,6678220,2327187,7688898
07/23/2020,971230,38003358,"(29,321)",5677669,638714,8327612
07/30/2020,685480,38688838,101596,5093785,2599503,10927115
08/06/2020,1333065,40021903,377188,4137908,553144,11480259
08/13/2020,1196989,41218892,61574,3002493,723345,12203604
08/20/2020,939091,42157983,270350,2333752,1180498,13384102
08/27/2020,464216,42622199,95759,1965295,2389124,15773226
09/03/2020,651592,43273791,"(63,316)",1250387,2827964,18601190
09/03/2020,245713,245713,3073677,18601190,0,205960
09/10/2020,901965,1147678,1609185,19308410,0,205960
09/17/2020,845178,1992856,2139002,20602234,0,205960
09/24/2020,750181,2743037,2027125,21879178,0,205960
10/01/2020,934785,3677822,1225651,22170044,0,205960
10/08/2020,815104,4492926,655165,22010105,0,205960
10/15/2020,898018,5390944,1831566,22943653,0,205960
10/22/2020,734183,6125127,2243739,24453209,0,205960
10/29/2020,728763,6853890,2610852,26335298,541010,746970
11/05/2020,730922,7584812,978329,26582705,0,746970
11/12/2020,844630,8429442,1088575,26826650,0,746970
11/19/2020,871141,9300583,1665614,27621123,0,746970
11/26/2020,1072268,10372851,1371445,27920300,0,746970
12/03/2020,714971,11087822,1362192,28567521,0,746970
12/10/2020,965375,12053197,1924488,29526634,10033,757003
12/17/2020,835664,12888861,651102,29342072,0,757003
12/24/2020,1339613,14228474,964547,28967006,0,757003
12/31/2020,1027853,15256327,748910,28688063,0,757003
01/07/2021,1464289,16720616,1437743,28661517,0,757003
01/14/2021,886650,17607266,1437562,29212429,46430,803433
01/21/2021,1413986,19021252,1850306,29648749,0,803433
01/28/2021,995496,20016748,7436504,36089757,83820,887253
02/04/2021,1565732,21582480,1448649,35972674,12167,899420
02/11/2021,1387132,22969612,999165,35584707,182612,1082032
02/18/2021,1190062,24159674,453281,34847926,145880,1227912
02/25/2021,2010177,26169851,115888,32953637,38839,1266751
03/04/2021,1592851,27762702,395506,31756292,287291,1554042
03/11/2021,2199438,29962140,985890,30542744,240876,1794918
03/18/2021,1977987,31940127,4423853,32988610,144572,1939490
03/25/2021,1977519,33917646,797278,31808369,60000,1999490
04/01/2021,2053351,35970997,757039,30512057,50000,2049490
04/08/2021,1816253,37787250,327741,29023545,52578,2102068
04/15/2021,1605735,39392985,387531,27805341,29502,2131570
04/22/2021,1915231,41308216,521277,26411387,553374,2684944
04/29/2021,2195129,43503345,137375,24353633,106172,2791116
05/06/2021,1544116,45047461,"(113,360)",22696157,2083645,4874761
05/13/2021,2239939,47287400,277573,20733791,4061799,8936560
05/20/2021,1849975,49137375,555918,19439734,5691349,14627909
05/27/2021,2127389,51264764,531106,17843451,439493,15067402
06/03/2021,1646952,52911716,189589,16386088,26376,15093778
06/10/2021,1661550,54573266,17994,14742532,276095,15369873
06/17/2021,1689661,56262927,216284,13269155,310809,15680682
06/24/2021,1136655,57399582,14979,12147479,67635,15748317
07/01/2021,1286348,58685930,173177,11034308,198218,15946535
07/08/2021,1061748,59747678,138817,10111377,133211,16079746
07/15/2021,1003505,60751183,"(88,491)",9019381,47693,16127439
07/22/2021,1360958,62112141,"(115,231)",7543192,529256,16656695
07/29/2021,1410662,63522803,68215,6200745,830164,17486859
08/05/2021,1060049,64582852,377553,5518249,601812,18088671
08/12/2021,829180,65412032,216499,4905568,509987,18598658
08/19/2021,760546,66172578,6592,4151614,684036,19282694
08/26/2021,529328,66701906,"(300,837)",3321449,1159541,20442235
09/02/2021,255978,66957884,"(87,406)",2978065,3715972,24158207
09/02/2021,167908,167908,3883880,24158207,0,330960
09/09/2021,192003,359911,246583,24212787,2286,333246
09/16/2021,485813,845724,373007,24099981,0,333246
09/23/2021,676247,1521971,370388,23794122,0,333246
09/30/2021,974642,2496613,1265083,24084563,48,333294
10/07/2021,918143,3414756,1039883,24206303,3579,336873
10/14/2021,1041681,4456437,1273146,24437768,495,337368
10/21/2021,688505,5144942,890448,24639711,0,337368
10/28/2021,748531,5893473,1223772,25114952,0,337368
11/04/2021,718018,6611491,1067299,25464233,"(2,471)",334897
11/11/2021,1167734,7779225,904565,25201064,140000,474897
11/18/2021,929019,8708244,1429161,25701206,90000,564897
11/25/2021,938435,9646679,1020816,25783587,254,565151
12/02/2021,904632,10551311,1132460,26011415,0,565151
12/09/2021,1093543,11644854,1948742,26866614,754380,1319531
12/16/2021,1101432,12746286,982870,26748052,132509,1452040
12/23/2021,921417,13667703,1246453,27073088,60000,1512040
12/30/2021,985066,14652769,256084,26344106,0,1512040
01/06/2022,1011806,15664575,457675,25789975,0,1512040
01/13/2022,1297657,16962232,1091257,25583575,105000,1617040
01/20/2022,1436867,18399099,1402309,25549017,"(165,000)",1452040
01/27/2022,1166611,19565710,1175186,25557592,0,1452040
02/03/2022,1149390,20715100,589080,24997282,0,1452040
02/10/2022,1617553,22332653,820041,24199770,113500,1565540
02/17/2022,1886226,24218879,1040946,23354490,117376,1682916
02/24/2022,1550805,25769684,485118,22288803,222844,1905760
03/03/2022,1763327,27533011,2143700,22669176,22860,1928620
03/10/2022,1273476,28806487,1836357,23232057,204000,2132620
03/17/2022,1491438,30297925,978775,22719394,6096,2138716
03/24/2022,1882409,32180334,636852,21473837,286800,2425516
03/31/2022,1632992,33813326,782434,20623279,145235,2570751
04/07/2022,1560206,35373532,1332871,20395944,403083,2973834
04/14/2022,1196423,36569955,879212,20078733,389550,3363384
04/21/2022,1562052,38132007,866755,19383436,843440,4206824
04/28/2022,1904846,40036853,782543,18261133,737869,4944693
05/05/2022,1504276,41541129,192739,16949596,46635,4991328
05/12/2022,1358392,42899521,413633,16004837,588462,5579790
05/19/2022,1821104,44720625,151646,14335379,58293,5638083
05/26/2022,1579723,46300348,185760,12941416,48748,5686831
06/02/2022,1381597,47681945,280416,11840235,73548,5760379
06/09/2022,1387083,49069028,140935,10594087,138866,5899245
06/16/2022,1147258,50216286,671919,10118748,358407,6257652
06/23/2022,1254725,51471011,88795,8952818,119259,6376911
06/30/2022,1027365,52498376,"(66,577)",7858876,111237,6488148
07/07/2022,916123,53414499,59027,7001780,348156,6836304
07/14/2022,1109081,54523580,33899,5926598,570204,7406508
07/21/2022,867932,55391512,150302,5208968,193725,7600233
07/28/2022,1021051,56412563,57914,4245831,256685,7856918
08/04/2022,705390,57117953,191813,3732254,191340,8048258
08/11/2022,622991,57740944,99321,3208584,750040,8798298
08/18/2022,0,57740944,0,3208584,0,8798298
08/25/2022,1007988,58748932,"(16,380)",2184216,1066025,9864323
09/01/2022,1014782,59763714,"(131,562)",1037872,1817017,11681340
09/01/2022,36819,36819,1853836,11681340,30480,90480
09/08/2022,426802,463621,583110,11837648,0,90480
09/15/2022,563029,1026650,182339,11456958,0,90480
09/22/2022,574680,1601330,512045,11394323,160000,250480
09/29/2022,645508,2246838,227045,10975860,0,250480
10/06/2022,419590,2666428,197191,10753461,60480,310960
10/13/2022,407161,3073589,408310,10754610,0,310960
10/20/2022,618958,3692547,263999,10399651,0,310960
10/27/2022,450158,4142705,372220,10321713,0,310960
11/03/2022,259441,4402146,265335,10327607,0,310960
11/10/2022,564394,4966540,1169693,10932906,0,310960
11/17/2022,462286,5428826,1850271,12320891,628054,939014
11/24/2022,344485,5773311,602656,12579062,30020,969034
12/01/2022,900068,6673379,691556,12370550,0,969034
12/08/2022,590514,7263893,958920,12738956,0,969034
12/15/2022,958747,8222640,636811,12417020,0,969034
12/22/2022,1012459,9235099,781583,12186144,170000,1139034
12/29/2022,761797,9996896,319242,11743589,0,1139034
01/05/2023,387077,10383973,255687,11612199,22400,1161434
01/12/2023,715740,11099713,1132142,12028601,87010,1248444
01/19/2023,912584,12012297,910400,12026417,15500,1263944
01/26/2023,598291,12610588,1593223,13021349,163182,1427126
