0,1,2,3,4,5,6
,,,,,|------Next Marketing Year------|,|------Next Marketing Year------|
Week,Weekly,Accumulated,Net,Outstanding,Net,Outstanding
Ending,Exports,Exports,Sales,Sales,Sales,Sales
,,,,,,
02/02/2023,394890,13005478,1160280,13786739,10000,1437126
02/09/2023,670541,13676019,1024499,14140697,100000,1537126
02/16/2023,687399,14363418,823177,14276475,25548,1562674
02/23/2023,666416,15029834,598109,14208168,0,1562674
03/02/2023,1051015,16080849,1411074,14568227,113163,1675837
03/09/2023,1112432,17193281,1183747,14639542,183526,1859363
03/16/2023,1381336,18574617,3095895,16354101,93049,1952412
03/23/2023,668188,19242805,1036432,16722345,21800,1974212
03/30/2023,1136820,20379625,1246607,16832132,26190,2000402
04/06/2023,916951,21296576,527719,16442900,0,2000402
04/13/2023,1298544,22595120,312442,15456798,422000,2422402
04/20/2023,1076270,23671390,399972,14780500,0,2422402
04/27/2023,1699186,25370576,"(315,639)",12765675,120957,2543359
05/04/2023,1146083,26516659,257279,11876871,83062,2626421
05/11/2023,1086516,27603175,"(338,974)",10451381,73998,2700419
05/18/2023,1502794,29105969,"(75,153)",8873434,52099,2752518
05/25/2023,1434779,30540748,186695,7625350,312648,3065166
06/01/2023,1244740,31785488,172709,6553319,"(106,783)",2958383
06/08/2023,1192627,32978115,273255,5633947,21055,2979438
06/15/2023,668316,33646431,35988,5001619,47149,3026587
06/22/2023,605304,34251735,140387,4536702,123537,3150124
06/29/2023,707456,34959191,251693,4080939,418031,3568155
07/06/2023,492711,35451902,468432,4056660,470807,4038962
07/13/2023,383830,35835732,236809,3909639,491595,4530557
07/20/2023,409142,36244874,311929,3812426,335756,4866313
07/27/2023,626168,36871042,107521,3293779,348852,5215165
08/03/2023,478426,37349468,150434,2965787,758366,5973531
08/10/2023,444842,37794310,233471,2754416,704694,6678225
08/17/2023,496472,38290782,"(22,726)",2235218,673499,7351724
08/24/2023,663383,38954165,71737,1643572,991778,8343502
08/31/2023,514958,39469123,"(15,236)",1113378,2063125,10406627
09/07/2023,726028,726028,753298,10433897,25400,145020
09/14/2023,602519,1328547,566857,10398235,0,145020
09/21/2023,729976,2058523,841783,10510042,15240,160260
09/28/2023,612369,2670892,1815964,11713637,611389,771649
10/05/2023,812877,3483769,910411,11811171,87384,859033
10/12/2023,516294,4000063,881345,12176222,10128,869161
10/19/2023,483692,4483755,1351088,13043618,16003,885164
10/26/2023,505885,4989640,748070,13285803,12701,897865
11/02/2023,824884,5814524,1015320,13476239,140000,1037865
11/09/2023,683062,6497586,1807524,14600701,0,1037865
11/16/2023,623813,7121399,1432407,15409295,0,1037865
11/23/2023,499858,7621257,1927760,16837197,0,1037865
11/30/2023,1086074,8707331,1288887,17040010,22861,1060726
12/07/2023,850964,9558295,1418637,17607683,0,1060726
12/14/2023,870882,10429177,1013095,17749896,1000,1061726
12/21/2023,1279454,11708631,1242116,17712558,11200,1072926
12/28/2023,681465,12390096,367484,17398577,(222),1072704
01/04/2024,1037102,13427198,487609,16849084,0,1072704
01/11/2024,1000420,14427618,1251109,17099773,20000,1092704
01/18/2024,931753,15359371,954796,17122816,37641,1130345
01/25/2024,911350,16270721,1206718,17418184,144490,1274835
02/01/2024,782753,17053474,1219325,17854756,0,1274835
02/08/2024,903258,17956732,1306889,18258387,2300,1277135
02/15/2024,1024525,18981257,820419,18054281,177705,1454840
02/22/2024,1216166,20197423,1082328,17920443,165000,1619840
02/29/2024,1159489,21356912,1109591,17870545,0,1619840
03/07/2024,1258584,22615496,1283415,17895376,0,1619840
03/14/2024,1528506,24144002,1185807,17552677,0,1619840
03/21/2024,1234086,25378088,1206509,17525100,126416,1746256
03/28/2024,1641388,27019476,947995,16831707,11398,1757654
04/04/2024,1556797,28576273,325479,15600389,9500,1767154
04/11/2024,1546246,30122519,501166,14555309,65000,1832154
04/18/2024,1707722,31830241,1298418,14146005,262282,2094436
04/25/2024,1382349,33212590,758466,13522122,33658,2128094
05/02/2024,1231175,34443765,889185,13180132,49130,2177224
05/09/2024,952439,35396204,742177,12969870,128238,2305462
05/16/2024,1448552,36844756,911151,12432469,304952,2610414
05/23/2024,1044434,37889190,810148,12198183,187763,2798177
05/30/2024,1488649,39377839,1180938,11890472,113257,2911434
06/06/2024,1248952,40626791,1056111,11697631,69463,2980897
06/13/2024,1481696,42108487,511432,10727367,93640,3074537
06/20/2024,1177179,43285666,542177,10092365,139298,3213835
06/27/2024,894422,44180088,357152,9555095,311538,3525373
07/04/2024,879095,45059183,538331,9214331,116496,3641869
07/11/2024,1103800,46162983,437840,8548371,485681,4127550
07/18/2024,1209827,47372810,331380,7669924,745193,4872743
07/25/2024,1035102,48407912,167864,6802686,710888,5583631
08/01/2024,1303324,49711236,485447,5984809,249062,5832693
08/08/2024,1032655,50743891,120477,5072631,800518,6633211
08/15/2024,1155930,51899821,119123,4035824,1291175,7924386
08/22/2024,1048949,52948770,15291,3002166,1494139,9418525
08/29/2024,1061155,54009925,"(173,097)",1767914,1822479,11241004
09/05/2024,267403,54277328,"(46,743)",1453768,1561631,12802635
09/05/2024,558595,558595,2120226,12802635,0,112000
09/12/2024,572901,1131496,847350,13077084,0,112000
09/19/2024,1104087,2235583,535056,12508053,0,112000
09/26/2024,1170397,3405980,1684069,13021725,0,112000
10/03/2024,1059345,4465325,1222066,13184446,0,112000
10/10/2024,501839,4967164,2225716,14908323,0,112000
10/17/2024,999045,5966209,3602594,17511872,581183,693183
10/24/2024,787974,6754183,2341667,19065565,0,693183
10/31/2024,917604,7671787,2766489,20914450,65532,758715
11/07/2024,698649,8370436,1315104,21530905,0,758715
11/14/2024,957037,9327473,1494647,22068515,0,758715
11/21/2024,1010747,10338220,1062888,22120656,67200,825915
11/28/2024,1045350,11383570,1732394,22807700,22098,848013
12/05/2024,1183417,12566987,946863,22571146,0,848013
12/12/2024,1054466,13621453,1174565,22691245,2540,850553
12/19/2024,1123883,14745336,1711266,23278628,10000,860553
12/26/2024,1002503,15747839,776992,23053117,0,860553
01/02/2025,863730,16611569,444950,22634337,0,860553
01/09/2025,1484287,18095856,1024234,22174284,200,860753
01/16/2025,1516686,19612542,1660968,22318566,9243,869996
01/23/2025,1320160,20932702,1358543,22356949,45800,915796
01/30/2025,1352272,22284974,1477187,22481864,49978,965774
02/06/2025,1354341,23639315,1648982,22776505,350096,1315870
02/13/2025,1606185,25245500,1453810,22624130,0,1315870
02/20/2025,1305363,26550863,778191,22096958,128000,1443870
02/27/2025,1266871,27817734,909050,21739137,52000,1495870
03/06/2025,1863025,29680759,967348,20843460,13399,1509269
03/13/2025,1686794,31367553,1496660,20653326,61375,1570644
03/20/2025,1651817,33019370,1039634,20041143,0,1570644
03/27/2025,1805902,34825272,1173236,19408477,165000,1735644
04/03/2025,1699414,36524686,785583,18494646,236187,1971831
04/10/2025,1880352,38405038,1561916,18176210,10000,1981831
04/17/2025,1780268,40185306,1152872,17548814,0,1981831
04/24/2025,1598126,41783432,1014424,16965112,244704,2226535
05/01/2025,1819468,43602900,1662516,16808160,18000,2244535
05/08/2025,1411922,45014822,1677215,17073453,508928,2753463
05/15/2025,1589400,46604222,1190830,16674883,218371,2971834
05/22/2025,1598275,48202497,916712,15993320,31000,3002834
05/29/2025,1647820,49850317,942276,15287776,160116,3162950
06/05/2025,1690970,51541287,791327,14388133,"(29,550)",3133400
06/12/2025,1745707,53286994,903792,13546218,154998,3288398
06/19/2025,1471482,54758476,741226,12815962,305506,3593904
06/26/2025,1465609,56224085,532745,11883098,940159,4534063
07/03/2025,1679017,57903102,1262076,11466157,888562,5422625
07/10/2025,1210697,59113799,97609,10353069,565853,5988478
07/17/2025,1058611,60172410,643060,9937518,733939,6722417
07/24/2025,1488712,61661122,340924,8789730,1891912,8614329
07/31/2025,1229228,62890350,170428,7730930,3163153,11777482
08/07/2025,1520432,64410782,"(88,686)",6121812,2047813,13825295
08/14/2025,1027935,65438717,"(40,198)",5053679,2859978,16685273
08/21/2025,1149019,66587736,"(17,797)",3886863,2089659,18774932
08/28/2025,1741647,68329383,"(280,943)",1864273,2117000,20891932
09/04/2025,751993,69081376,57394,1169674,1022207,21914139
09/04/2025,687326,687326,1709533,21914139,0,93580
09/11/2025,1555901,2243227,1231634,21589872,0,93580
09/18/2025,1315867,3559094,1923445,22197450,0,93580
09/25/2025,1429180,4988274,1394849,22163119,22354,115934
10/02/2025,1830620,6818894,2259738,22592237,0,115934
10/09/2025,1122480,7941374,1326610,22796367,0,115934
10/16/2025,1410130,9351504,2822562,24208799,571502,687436
10/23/2025,1332502,10684006,1805259,24681556,160058,847494
10/30/2025,1540714,12224720,1994968,25135810,"(22,862)",824632
11/06/2025,1528644,13753364,979525,24586691,0,824632
11/13/2025,2476796,16230160,2380406,24490301,0,824632
11/20/2025,1531636,17761796,1843163,24801828,0,824632
11/27/2025,1897585,19659381,1792197,24696440,5080,829712
12/04/2025,1754202,21413583,1478853,24421091,40,829752
12/11/2025,1445610,22859193,1744132,24719613,0,829752
,,,,,,
